,matter,injection_params,weight,size,is_defect,platemark,type,price_before_takeoff
188,gold,None,2.05,15.0,0,585,wedding,1142.14
189,gold,None,2.0,15.0,0,585,wedding,1114.28
190,gold,"1 фианит 3,0 Круг",0.64,16.5,0,585,engagement,442.58
191,gold,None,2.65,22.5,0,585,wedding,1166.0
192,gold,None,1.79,15.0,0,585,wedding,787.6
193,gold,None,1.75,15.0,0,585,wedding,770.0
195,gold,None,1.83,15.0,0,585,wedding,805.2
196,gold,None,1.72,15.0,0,585,wedding,756.8
197,gold,None,2.35,22.5,0,585,wedding,1034.0
198,gold,None,1.82,16.0,0,585,wedding,1040.0
200,gold,None,2.42,22.5,0,585,wedding,1382.86
201,gold,None,1.7,16.0,0,585,wedding,748.0
203,gold,None,2.25,22.0,0,585,wedding,990.0
204,gold,None,2.43,22.5,0,585,wedding,1069.2
205,gold,None,1.65,15.0,0,585,wedding,726.0
206,gold,None,2.55,22.5,0,585,wedding,1122.0
207,gold,None,1.55,15.0,0,585,wedding,682.0
208,gold,None,1.82,15.5,0,585,wedding,800.8
209,gold,None,1.81,16.0,0,585,wedding,1034.29
210,gold,None,1.86,15.0,0,585,wedding,818.4
211,gold,None,1.61,15.0,0,585,wedding,708.4
212,gold,None,1.68,15.5,0,585,wedding,739.2
213,gold,None,2.55,21.5,0,585,wedding,1122.0
214,gold,None,1.66,16.0,1,585,wedding,948.57
215,gold,None,1.56,15.0,0,585,wedding,891.43
216,gold,None,1.65,16.0,0,585,wedding,942.86
217,gold,None,1.74,16.0,0,585,wedding,994.29
218,gold,None,1.98,16.0,0,585,wedding,1131.43
219,gold,None,2.29,22.5,0,585,wedding,1308.57
220,gold,None,2.07,17.5,0,585,wedding,1182.86
221,gold,None,2.74,21.5,0,585,wedding,1565.72
222,gold,None,1.73,15.5,0,585,wedding,988.57
223,gold,None,1.77,15.5,0,585,wedding,1011.43
225,gold,None,1.84,16.5,0,585,wedding,1051.43
226,gold,None,1.85,18.0,0,585,wedding,1057.15
227,gold,None,1.93,16.5,0,585,wedding,992.58
228,gold,None,1.98,18.0,0,585,wedding,1131.43
229,gold,None,1.99,18.0,0,585,wedding,1137.15
231,gold,None,2.04,18.0,0,585,wedding,1025.83
232,gold,None,2.08,18.0,0,585,wedding,1045.93
234,gold,None,1.72,16.0,0,585,wedding,982.86
235,gold,None,1.75,15.5,0,585,wedding,1000.0
237,gold,None,1.78,16.0,0,585,wedding,1017.15
240,gold,None,1.85,16.0,0,585,wedding,843.08
241,gold,None,1.88,17.5,0,585,wedding,1074.29
243,gold,None,1.89,17.0,0,585,wedding,1080.0
244,gold,None,1.9,17.0,0,585,wedding,1004.28
246,gold,None,1.9,17.5,0,585,wedding,1085.72
247,gold,None,1.95,16.5,0,585,wedding,1114.29
248,gold,None,1.95,17.5,0,585,wedding,1114.29
249,gold,None,1.96,17.5,0,585,wedding,1120.0
250,gold,None,1.97,16.5,0,585,wedding,1125.72
251,gold,None,1.97,17.0,0,585,wedding,1125.72
252,gold,None,1.98,17.5,0,585,wedding,1131.43
253,gold,None,2.0,17.0,0,585,wedding,1142.86
256,gold,None,2.03,17.0,0,585,wedding,1160.0
257,gold,None,2.04,17.5,0,585,wedding,929.67
258,gold,None,2.05,17.0,0,585,wedding,1171.43
259,gold,None,2.06,17.0,0,585,wedding,1177.15
263,gold,None,1.8,16.0,0,585,wedding,1028.57
265,gold,None,1.96,17.0,0,585,wedding,1120.0
266,gold,None,1.79,15.5,0,585,wedding,1022.86
269,gold,None,1.85,16.5,0,585,wedding,1057.15
271,gold,None,1.97,18.0,0,585,wedding,1125.72
272,gold,None,1.75,16.0,0,585,wedding,1000.0
276,gold,None,1.76,16.0,0,585,wedding,1005.72
277,gold,None,1.86,16.5,0,585,wedding,1062.86
278,gold,None,1.92,15.5,0,585,wedding,935.33
280,gold,None,1.81,18.0,0,585,wedding,1034.29
281,gold,None,1.89,15.0,0,585,wedding,1080.0
282,gold,None,1.94,17.5,0,585,wedding,1108.57
283,gold,None,1.89,15.5,0,585,wedding,861.31
284,gold,None,1.9,16.5,0,585,wedding,1085.72
286,gold,None,1.93,17.0,0,585,wedding,1102.86
287,gold,None,1.87,16.5,0,585,wedding,1068.57
290,gold,None,1.89,18.0,0,585,wedding,1052.99
291,gold,None,1.84,15.0,0,585,wedding,1051.43
292,gold,None,1.99,17.5,0,585,wedding,1137.15
294,gold,None,1.87,15.5,0,585,wedding,910.97
297,gold,None,2.11,18.0,0,585,wedding,1175.57
299,gold,None,1.88,16.0,0,585,wedding,1074.29
301,gold,None,1.95,16.0,0,585,wedding,1114.29
302,gold,None,1.78,15.5,0,585,wedding,991.71
303,gold,None,2.1,17.0,0,585,wedding,1200.0
304,gold,None,1.66,15.5,0,585,wedding,948.57
305,gold,None,2.19,18.0,0,585,wedding,1251.43
309,gold,None,1.45,15.5,0,585,wedding,745.72
310,gold,None,1.69,15.0,0,585,wedding,893.28
311,gold,None,1.53,15.5,0,585,wedding,874.29
312,gold,None,2.09,16.5,0,585,wedding,1194.29
313,gold,None,2.28,18.0,0,585,wedding,1302.86
315,gold,None,2.05,17.5,0,585,wedding,1171.43
316,gold,None,1.73,18.0,0,585,wedding,988.57
317,gold,None,1.71,15.0,0,585,wedding,977.15
318,gold,None,1.74,15.5,0,585,wedding,994.29
319,gold,None,1.77,15.0,0,585,wedding,1011.43
320,gold,None,1.71,15.5,0,585,wedding,977.15
321,gold,None,2.07,18.0,0,585,wedding,1182.86
323,gold,None,1.87,16.0,0,585,wedding,1068.57
327,gold,None,2.06,16.5,0,585,wedding,1177.15
329,gold,None,2.03,18.0,0,585,wedding,1160.0
330,gold,None,2.1,16.5,0,585,wedding,1200.0
331,gold,None,1.87,17.5,0,585,wedding,1068.57
332,gold,None,2.12,17.5,0,585,wedding,1211.43
334,gold,None,2.21,17.5,0,585,wedding,1262.86
336,gold,None,1.72,15.5,0,585,wedding,982.86
340,gold,None,2.25,17.5,0,585,wedding,1285.72
342,gold,None,2.16,18.0,0,585,wedding,1234.29
343,gold,None,2.25,18.0,0,585,wedding,1285.72
344,gold,None,2.14,17.0,0,585,wedding,1222.86
345,gold,None,2.1,17.5,0,585,wedding,1200.0
348,gold,None,2.16,17.5,0,585,wedding,1234.29
350,gold,None,2.12,18.0,0,585,wedding,1211.43
351,gold,None,2.17,17.0,0,585,wedding,1240.0
352,gold,None,1.54,15.5,0,585,wedding,880.0
353,gold,None,1.61,15.5,0,585,wedding,920.0
355,gold,None,1.62,15.5,0,585,wedding,925.72
357,gold,None,1.69,17.0,0,585,wedding,965.72
362,gold,None,1.76,17.0,0,585,wedding,1005.72
363,gold,None,1.77,16.0,0,585,wedding,1011.43
364,gold,None,1.79,17.0,0,585,wedding,1022.86
365,gold,None,1.87,15.0,0,585,wedding,1068.57
367,gold,None,1.91,15.0,0,585,wedding,1091.43
368,gold,None,1.94,16.5,0,585,wedding,1108.57
369,gold,None,1.95,17.0,0,585,wedding,1114.29
370,gold,None,1.96,16.5,0,585,wedding,1120.0
373,gold,None,1.97,15.0,0,585,wedding,1125.72
375,gold,None,2.03,16.5,0,585,wedding,1160.0
383,gold,None,2.08,16.5,0,585,wedding,1188.57
385,gold,None,2.08,17.5,0,585,wedding,1188.57
389,gold,None,2.09,18.0,0,585,wedding,1194.29
390,gold,None,2.12,16.5,0,585,wedding,1211.43
397,gold,None,2.15,18.0,0,585,wedding,1228.57
401,gold,None,2.17,18.0,0,585,wedding,1240.0
405,gold,None,2.26,18.5,0,585,wedding,1291.43
406,gold,None,2.35,19.5,0,585,wedding,1342.86
407,gold,None,2.39,19.5,0,585,wedding,1365.72
408,gold,None,2.41,20.0,0,585,wedding,1377.15
409,gold,None,2.58,20.5,0,585,wedding,1474.29
410,gold,None,2.62,21.0,0,585,wedding,1497.15
411,gold,None,2.65,20.5,0,585,wedding,1514.29
412,gold,None,2.67,21.0,0,585,wedding,1525.72
413,gold,None,1.75,17.0,0,585,wedding,1000.0
414,gold,None,1.78,17.0,0,585,wedding,1017.15
415,gold,None,1.81,17.0,0,585,wedding,1034.29
417,gold,None,1.85,17.0,0,585,wedding,1057.15
418,gold,None,1.88,17.0,0,585,wedding,1074.29
420,gold,None,1.92,16.5,0,585,wedding,1097.15
421,gold,None,1.92,17.0,0,585,wedding,1097.15
424,gold,None,1.93,17.5,0,585,wedding,1102.86
426,gold,None,1.94,17.0,0,585,wedding,1108.57
432,gold,None,1.98,17.0,0,585,wedding,1131.43
433,gold,None,1.99,16.5,0,585,wedding,1137.15
435,gold,None,2.01,16.5,0,585,wedding,1148.57
436,gold,None,2.01,17.0,0,585,wedding,1148.57
437,gold,None,2.11,17.5,0,585,wedding,1205.72
440,gold,None,2.13,17.5,0,585,wedding,1217.15
441,gold,None,2.15,17.5,0,585,wedding,1228.57
443,gold,None,2.17,17.5,0,585,wedding,1240.0
445,gold,None,2.18,18.0,0,585,wedding,1245.72
448,gold,None,2.2,17.5,0,585,wedding,1257.15
449,gold,None,2.21,18.0,0,585,wedding,1262.86
450,gold,None,2.24,17.5,0,585,wedding,1280.0
452,gold,None,2.18,21.5,0,585,wedding,924.93
454,gold,None,2.19,21.5,0,585,wedding,929.17
455,gold,None,2.19,22.0,0,585,wedding,929.17
457,gold,None,2.21,22.5,0,585,wedding,937.66
459,gold,None,2.34,23.0,0,585,wedding,992.82
460,gold,None,2.18,22.0,0,585,wedding,924.93
461,gold,None,2.21,22.0,0,585,wedding,937.66
462,gold,None,1.52,15.0,0,585,wedding,644.91
463,gold,None,2.04,20.5,0,585,wedding,865.53
464,gold,None,2.05,20.5,0,585,wedding,869.77
465,gold,None,2.07,21.0,0,585,wedding,878.26
466,gold,None,2.11,21.5,0,585,wedding,895.23
467,gold,None,2.12,21.0,0,585,wedding,1181.14
468,gold,None,2.14,21.5,0,585,wedding,1192.28
471,gold,None,2.15,21.5,0,585,wedding,1197.85
476,gold,None,2.16,21.5,0,585,wedding,916.44
478,gold,None,2.22,22.0,0,585,wedding,941.9
479,gold,None,2.23,22.0,0,585,wedding,946.14
480,gold,None,2.23,22.5,0,585,wedding,946.14
481,gold,None,2.27,22.5,0,585,wedding,963.12
485,gold,None,2.31,23.0,0,585,wedding,980.09
488,gold,None,2.32,23.0,0,585,wedding,984.33
489,gold,None,1.58,15.0,0,585,wedding,670.36
490,gold,None,1.59,15.0,0,585,wedding,674.61
493,gold,None,1.79,19.0,0,585,wedding,759.46
494,gold,None,1.86,20.0,0,585,wedding,1036.28
495,gold,None,1.93,18.5,0,585,wedding,818.86
496,gold,None,1.83,20.5,0,585,wedding,776.43
497,gold,None,2.13,23.0,0,585,wedding,903.72
498,gold,None,2.2,22.5,0,585,wedding,933.42
499,gold,None,1.98,21.0,0,585,wedding,840.07
500,gold,None,2.09,22.5,0,585,wedding,886.75
502,gold,None,2.15,23.0,0,585,wedding,1013.57
503,gold,None,2.06,22.0,0,585,wedding,874.02
505,gold,None,1.8,20.0,0,585,wedding,763.7
506,gold,None,1.99,21.5,0,585,wedding,844.32
509,gold,None,2.18,23.0,0,585,wedding,924.93
510,gold,None,1.42,15.0,0,585,wedding,602.48
511,gold,None,1.46,15.0,0,585,wedding,688.29
512,gold,None,2.15,21.0,0,585,wedding,912.2
513,gold,None,1.9,21.0,0,585,wedding,806.13
514,gold,None,2.03,21.5,0,585,wedding,861.29
515,gold,None,1.59,15.5,0,585,wedding,885.85
516,gold,None,2.06,21.5,0,585,wedding,1147.71
517,gold,None,1.88,19.5,0,585,wedding,1047.42
518,gold,None,1.89,21.0,0,585,wedding,1052.99
519,gold,None,1.32,16.0,0,585,engagement,489.14
520,gold,"1 Бр Круг 57 0,037 3/6А; 1 Кер.кольцо недраг Круг 18,5",6.31,17.0,0,585,decorative,707.68
521,gold,"1 Бр Круг 57 0,037 3/6А; 1 Кер.кольцо недраг Круг 18,5",6.88,18.0,0,585,decorative,722.76
522,gold,"1 Бр Круг 57 0,037 3/6А; 1 Кер.кольцо недраг Круг 18,5",7.06,18.0,0,585,decorative,717.65
523,gold,"1 Бр Круг 57 0,037 3/6А; 1 Кер.кольцо недраг Круг 18,5",7.1,18.0,0,585,decorative,717.65
524,gold,"1 Бр Круг 57 0,037 3/6А; 1 Кер.кольцо недраг Круг 18,5",7.19,16.5,0,585,decorative,707.68
525,gold,"1 Бр Круг 57 0,037 3/6А; 1 Кер.кольцо недраг Круг 18,5",7.27,16.5,0,585,decorative,714.7
526,gold,"1 Бр Круг 57 0,037 3/6А; 1 Кер.кольцо недраг Круг 18,5",7.39,18.5,1,585,decorative,707.68
527,gold,"1 Бр Круг 57 0,037 3/6А; 1 Кер.кольцо недраг Круг 18,5",7.42,18.5,0,585,decorative,717.65
528,gold,"1 Бр Круг 57 0,037 3/6А; 1 Кер.кольцо недраг Круг 18,5",6.88,17.0,0,585,decorative,723.35
529,gold,"1 Бр Круг 57 0,037 3/6А; 1 Кер.кольцо недраг Круг 18,5",7.04,17.5,0,585,decorative,723.35
530,gold,"1 Бр Круг 57 0,037 3/6А; 1 Кер.кольцо недраг Круг 18,5",7.05,19.0,0,585,decorative,726.96
531,gold,"1 Бр Круг 57 0,037 3/6А; 1 Кер.кольцо недраг Круг 18,5",6.28,17.0,0,585,decorative,720.28
532,gold,"1 Бр Круг 57 0,037 3/6А; 1 Кер.кольцо недраг Круг 18,5",7.3,18.5,0,585,decorative,717.85
533,gold,"1БРКр-57 4/2A 0,14",1.53,16.5,0,585,engagement,1422.67
534,gold,"1БРКр-57 4/2A 0,14",1.59,15.5,0,585,engagement,1542.65
536,gold,"1БРКр-57 4/2A 0,14",1.61,15.5,0,585,engagement,1521.97
537,gold,"1БРКр-57 4/2A 0,14",1.63,17.0,0,585,engagement,1530.49
538,gold,"1БРКр-57 4/2A 0,14",1.66,16.5,0,585,engagement,1434.95
539,gold,"1БРКр-57 4/2A 0,14",1.67,16.5,0,585,engagement,1465.76
540,gold,"1БРКр-57 4/2A 0,14",1.69,16.0,0,585,engagement,1425.52
541,gold,"1БРКр-57 4/2A 0,14",1.72,17.0,0,585,engagement,1591.34
542,gold,None,2.32,15.5,0,375,wedding,994.28
545,gold,None,2.34,15.5,0,375,wedding,969.44
546,gold,None,2.35,15.5,0,375,wedding,973.58
547,gold,None,2.4,16.0,0,375,wedding,994.3
548,gold,None,2.43,16.0,0,375,wedding,1006.72
549,gold,None,2.59,17.0,0,375,wedding,1073.01
551,gold,None,2.61,17.5,0,375,wedding,1081.3
552,gold,None,2.62,17.0,0,375,wedding,1085.44
553,gold,None,2.62,17.5,0,375,wedding,1085.44
554,gold,None,2.67,17.5,0,375,wedding,1106.15
556,gold,None,2.7,17.5,0,375,wedding,1118.58
558,gold,None,2.7,18.0,0,375,wedding,1118.58
563,gold,None,2.8,18.5,0,375,wedding,1160.01
564,gold,None,2.81,18.5,0,375,wedding,1164.15
565,gold,None,2.9,19.5,0,375,wedding,1242.85
569,gold,None,2.97,20.0,0,375,wedding,1272.85
577,gold,None,3.01,20.0,0,375,wedding,1247.01
578,gold,None,3.02,20.5,0,375,wedding,1294.28
587,gold,None,3.09,21.0,0,375,wedding,1324.28
588,gold,None,3.1,21.0,0,375,wedding,1284.3
589,gold,None,3.12,21.0,0,375,wedding,1292.58
595,gold,None,3.17,21.5,0,375,wedding,1313.3
599,gold,None,3.25,22.0,0,375,wedding,1392.85
608,gold,None,3.26,22.0,0,375,wedding,1397.14
612,gold,None,3.28,22.0,0,375,wedding,1358.87
615,gold,None,3.31,22.5,0,375,wedding,1418.57
618,gold,None,2.36,15.5,0,375,wedding,977.72
619,gold,None,2.41,16.0,0,375,wedding,998.44
621,gold,None,2.42,16.0,0,375,wedding,1002.58
623,gold,None,2.46,16.0,0,375,wedding,1019.15
626,gold,None,2.48,16.5,0,375,wedding,1062.85
628,gold,None,2.64,17.5,0,375,wedding,1093.73
632,gold,None,2.72,18.0,0,375,wedding,1165.71
637,gold,None,2.8,19.0,0,375,wedding,1200.0
639,gold,None,2.83,19.0,0,375,wedding,1172.44
640,gold,None,2.84,19.0,0,375,wedding,1176.58
641,gold,None,2.88,19.0,0,375,wedding,1193.16
642,gold,None,3.0,20.5,0,375,wedding,1285.71
646,gold,None,3.03,20.5,0,375,wedding,1298.57
651,gold,None,3.04,20.5,0,375,wedding,1302.85
655,gold,None,3.12,20.5,0,375,wedding,1292.58
658,gold,None,3.14,21.5,0,375,wedding,1345.71
664,gold,None,3.21,21.5,0,375,wedding,1329.87
666,gold,None,3.31,22.0,0,375,wedding,1371.3
668,gold,None,2.55,17.0,0,375,wedding,1092.85
670,gold,None,2.56,17.0,0,375,wedding,1060.58
671,gold,None,2.58,17.0,0,375,wedding,1105.71
674,gold,None,2.77,18.5,0,375,wedding,1147.58
675,gold,None,2.78,18.5,0,375,wedding,1191.42
681,gold,None,2.79,18.5,0,375,wedding,1155.87
685,gold,None,2.93,19.5,0,375,wedding,1255.71
688,gold,None,2.94,19.5,0,375,wedding,1218.01
690,gold,None,2.95,19.5,0,375,wedding,1222.16
691,gold,None,3.04,20.0,0,375,wedding,1259.44
692,gold,None,3.18,21.0,0,375,wedding,1317.44
695,gold,None,3.35,22.5,0,375,wedding,1387.87
696,gold,None,3.36,22.5,0,375,wedding,1392.01
699,gold,None,3.4,23.0,0,375,wedding,1457.14
706,gold,None,2.44,16.0,0,375,wedding,1010.87
707,gold,None,2.45,16.0,0,375,wedding,1050.0
709,gold,None,2.95,20.0,0,375,wedding,1264.28
710,gold,None,2.96,20.0,0,375,wedding,1268.57
719,gold,None,2.27,15.5,0,375,wedding,972.85
723,gold,None,2.42,15.5,0,375,wedding,1002.58
726,gold,None,3.45,23.0,0,375,wedding,1429.3
728,gold,None,3.46,23.0,0,375,wedding,1433.44
730,gold,None,3.05,20.5,0,375,wedding,1307.14
739,gold,None,3.11,21.0,0,375,wedding,1332.85
742,gold,None,3.22,21.5,0,375,wedding,1334.01
746,gold,None,3.27,21.5,0,375,wedding,1354.73
747,gold,None,3.34,22.5,0,375,wedding,1383.73
748,gold,None,2.79,19.0,0,375,wedding,1155.87
750,gold,None,3.17,21.0,0,375,wedding,1313.3
752,gold,None,3.21,21.0,0,375,wedding,1329.87
754,gold,None,2.92,20.0,0,375,wedding,1209.73
755,gold,None,3.2,21.0,0,375,wedding,1325.73
759,gold,None,2.85,19.0,0,375,wedding,1221.42
765,gold,None,2.46,16.5,0,375,wedding,1054.28
773,gold,None,3.28,22.5,0,375,wedding,1358.87
774,gold,None,3.32,22.5,0,375,wedding,1375.44
780,gold,None,3.39,23.0,0,375,wedding,1404.44
783,gold,None,3.06,20.5,0,375,wedding,1311.42
784,gold,None,2.59,17.5,0,375,wedding,1110.0
787,gold,None,3.26,21.5,0,375,wedding,1350.59
789,gold,None,2.73,18.5,0,375,wedding,1131.01
790,gold,None,2.74,18.5,0,375,wedding,1135.15
791,gold,None,2.6,17.0,0,375,wedding,1077.15
792,gold,None,2.82,18.5,0,375,wedding,1168.3
795,gold,None,2.64,18.0,0,375,wedding,1131.42
797,gold,None,2.61,17.0,0,375,wedding,1081.3
799,gold,None,2.9,19.0,0,375,wedding,1201.44
800,gold,None,3.02,20.0,0,375,wedding,1251.16
802,gold,None,2.88,19.5,0,375,wedding,1193.16
803,gold,None,3.48,23.0,0,375,wedding,1441.73
804,gold,None,3.49,23.0,0,375,wedding,1495.71
805,gold,None,2.3,15.5,0,375,wedding,985.71
806,gold,None,2.54,16.5,0,375,wedding,1052.3
807,gold,None,3.23,21.5,0,375,wedding,1384.28
809,gold,None,2.69,17.5,0,375,wedding,1114.44
811,gold,None,3.33,22.0,0,375,wedding,1379.59
812,gold,None,3.16,21.0,0,375,wedding,1354.28
814,gold,None,3.37,22.5,0,375,wedding,1444.28
816,gold,None,2.66,18.0,0,375,wedding,1102.01
818,gold,None,2.35,15.0,0,375,wedding,973.58
819,gold,None,2.39,15.5,0,375,wedding,990.15
820,gold,None,3.03,20.0,0,375,wedding,1255.3
823,gold,None,2.8,19.5,0,375,wedding,1200.0
828,gold,None,2.84,19.5,0,375,wedding,1217.14
829,gold,None,2.41,15.5,0,375,wedding,998.44
830,gold,None,2.72,18.5,0,375,wedding,1126.87
833,gold,None,3.13,20.5,0,375,wedding,1296.73
835,gold,None,3.47,23.0,0,375,wedding,1487.14
836,gold,None,3.38,22.5,0,375,wedding,1400.3
837,gold,None,2.65,17.5,0,375,wedding,1135.71
839,gold,None,2.94,19.0,0,375,wedding,1218.01
841,gold,None,3.15,21.0,0,375,wedding,1350.0
845,gold,None,2.95,19.0,0,375,wedding,1222.16
846,gold,None,3.41,23.0,0,375,wedding,1412.73
848,gold,None,2.98,20.0,0,375,wedding,1277.14
855,gold,None,2.26,15.5,0,375,wedding,968.57
858,gold,None,2.33,16.0,0,375,wedding,998.57
859,gold,None,2.46,17.0,0,375,wedding,1054.28
867,gold,None,2.56,17.5,0,375,wedding,1097.14
868,gold,None,2.57,17.5,0,375,wedding,1101.42
870,gold,None,2.88,20.0,0,375,wedding,1234.28
874,gold,None,2.94,20.5,0,375,wedding,1260.0
876,gold,None,3.06,21.5,0,375,wedding,1311.42
877,gold,None,3.07,21.5,0,375,wedding,1315.71
878,gold,None,2.45,17.0,0,375,wedding,1050.0
879,gold,None,2.78,19.0,0,375,wedding,1191.42
880,gold,None,3.15,22.0,0,375,wedding,1350.0
881,gold,None,3.32,23.0,0,375,wedding,1422.85
882,gold,None,2.41,23.0,0,375,wedding,1032.85
883,gold,None,2.87,20.0,0,375,wedding,1230.0
885,gold,None,3.22,22.5,0,375,wedding,1380.0
886,gold,None,3.13,22.0,0,375,wedding,1341.42
887,gold,None,2.92,20.5,0,375,wedding,1251.42
888,gold,None,2.25,15.0,0,375,wedding,964.28
892,gold,None,2.31,15.5,0,375,wedding,990.0
895,gold,None,3.02,21.5,0,375,wedding,1294.28
897,gold,None,3.0,21.5,0,375,wedding,1285.71
898,gold,None,3.03,21.5,0,375,wedding,1298.57
899,gold,None,2.38,16.0,0,375,wedding,1020.0
904,gold,None,2.85,20.0,0,375,wedding,1221.42
905,gold,None,2.92,19.5,0,375,wedding,1251.42
911,gold,None,2.54,17.0,0,375,wedding,1088.57
912,gold,None,2.92,21.0,0,375,wedding,1710.27
915,gold,None,2.69,18.0,0,375,wedding,1152.85
916,gold,None,2.39,16.0,0,375,wedding,1024.28
918,gold,None,2.99,20.5,0,375,wedding,1281.42
919,gold,None,2.91,20.0,0,375,wedding,1247.14
920,gold,None,2.58,17.5,0,375,wedding,1105.71
922,gold,None,3.15,21.5,0,375,wedding,1350.0
924,gold,None,2.57,17.0,0,375,wedding,1101.42
925,gold,None,2.28,15.5,0,375,wedding,977.14
928,gold,None,2.35,16.5,0,375,wedding,1007.14
930,gold,None,2.63,18.5,0,375,wedding,1127.14
937,gold,None,3.24,22.0,0,375,wedding,1388.57
941,gold,None,2.91,19.5,0,375,wedding,1247.14
954,gold,None,2.5,17.5,0,375,wedding,1071.43
957,gold,None,2.9,20.0,0,375,wedding,1242.85
959,gold,None,2.36,16.5,0,375,wedding,1011.43
963,gold,None,2.29,15.5,0,375,wedding,981.43
964,gold,None,2.46,17.5,0,375,wedding,1054.28
966,gold,None,2.47,17.5,0,375,wedding,1058.57
971,gold,None,2.98,20.5,0,375,wedding,1277.14
973,gold,None,2.49,17.5,0,375,wedding,1067.14
974,gold,None,2.67,19.0,0,375,wedding,1144.28
981,gold,None,3.13,21.0,0,375,wedding,1341.42
983,gold,None,2.27,16.0,0,375,wedding,972.85
985,gold,None,2.35,16.0,0,375,wedding,1007.14
990,gold,None,2.66,19.0,0,375,wedding,1140.0
995,gold,None,2.44,17.0,0,375,wedding,1045.71
1000,gold,None,2.54,18.0,0,375,wedding,1088.57
1004,gold,None,2.62,18.5,0,375,wedding,1122.85
1007,gold,None,2.68,19.0,0,375,wedding,1148.57
1013,gold,None,2.34,16.0,0,375,wedding,1002.85
1016,gold,None,2.47,17.0,0,375,wedding,1058.57
1019,gold,None,2.55,18.0,0,375,wedding,1092.85
1024,gold,None,2.64,18.5,0,375,wedding,1131.42
1028,gold,None,2.32,16.0,0,375,wedding,994.28
1029,gold,None,2.43,17.0,0,375,wedding,1041.43
1033,gold,None,2.53,18.0,0,375,wedding,1084.28
1037,gold,None,2.65,19.0,0,375,wedding,1135.71
1038,gold,None,2.24,15.0,0,375,wedding,960.0
1041,gold,None,2.29,16.0,0,375,wedding,981.43
1044,gold,None,2.48,18.0,0,375,wedding,1062.85
1047,gold,None,2.41,17.0,0,375,wedding,1032.85
1051,gold,None,2.7,19.0,0,375,wedding,1157.14
1053,gold,None,3.11,21.5,0,375,wedding,1332.85
1054,gold,None,2.36,16.0,0,375,wedding,1011.43
1060,gold,None,2.72,19.5,0,375,wedding,1165.71
1063,gold,None,2.76,19.5,0,375,wedding,1182.85
1064,gold,None,2.89,20.0,0,375,wedding,1238.57
1065,gold,None,2.55,17.5,0,375,wedding,1092.85
1066,gold,None,2.77,19.5,0,375,wedding,1187.14
1068,gold,None,2.31,16.0,0,375,wedding,990.0
1069,gold,None,2.34,16.5,0,375,wedding,1002.85
1076,gold,None,2.52,17.5,0,375,wedding,1080.0
1082,gold,None,2.72,19.0,0,375,wedding,1165.71
1083,gold,None,2.73,19.0,0,375,wedding,1170.0
1088,gold,None,2.74,19.0,0,375,wedding,1174.28
1089,gold,None,3.01,21.0,0,375,wedding,1290.0
1094,gold,None,3.02,21.0,0,375,wedding,1294.28
1098,gold,None,3.04,21.5,0,375,wedding,1302.85
1099,gold,None,3.1,22.0,0,375,wedding,1328.57
1101,gold,None,3.16,22.5,0,375,wedding,1354.28
1104,gold,None,2.19,16.5,0,375,wedding,938.57
1105,gold,None,2.23,16.5,0,375,wedding,955.71
1106,gold,None,2.26,15.0,0,375,wedding,968.57
1107,gold,None,2.29,15.0,0,375,wedding,981.43
1109,gold,None,2.37,16.0,0,375,wedding,1015.71
1111,gold,None,2.38,17.0,0,375,wedding,1020.0
1115,gold,None,2.39,17.0,0,375,wedding,1024.28
1117,gold,None,2.4,17.0,0,375,wedding,1028.57
1118,gold,None,2.44,16.5,0,375,wedding,1045.71
1124,gold,None,2.45,16.5,0,375,wedding,1050.0
1131,gold,None,2.53,17.5,0,375,wedding,1084.28
1132,gold,None,2.54,17.5,0,375,wedding,1088.57
1137,gold,None,2.57,18.0,0,375,wedding,1101.42
1142,gold,None,2.58,18.0,0,375,wedding,1105.71
1143,gold,None,2.6,18.0,0,375,wedding,1114.28
1144,gold,None,2.68,18.5,0,375,wedding,1148.57
1147,gold,None,2.69,18.5,0,375,wedding,1152.85
1150,gold,None,2.69,19.0,0,375,wedding,1152.85
1152,gold,None,2.7,18.5,0,375,wedding,1157.14
1153,gold,None,2.71,18.5,0,375,wedding,1161.42
1154,gold,None,2.75,20.0,0,375,wedding,1178.57
1155,gold,None,2.82,20.0,0,375,wedding,1208.57
1156,gold,None,3.1,21.5,0,375,wedding,1328.57
1157,gold,None,3.12,21.5,0,375,wedding,1337.14
1161,gold,None,3.13,21.5,0,375,wedding,1341.42
1167,gold,None,2.78,19.5,0,375,wedding,1191.42
1168,silver,None,1.72,18.5,0,925,decorative,95.55
1169,silver,None,1.73,18.5,0,925,decorative,96.08
1170,silver,None,1.77,18.5,0,925,decorative,98.31
1171,silver,None,1.78,17.5,0,925,decorative,96.26
1172,silver,None,1.74,18.5,0,925,decorative,96.62
1173,gold,None,2.38,15.0,0,585,wedding,1196.78
1174,gold,None,2.46,15.5,0,585,wedding,1237.01
1175,gold,None,2.49,16.0,0,585,wedding,1422.86
1176,gold,None,2.53,16.0,0,585,wedding,1445.72
1177,gold,None,2.54,18.0,0,585,wedding,1487.7
1178,gold,None,2.55,16.0,0,585,wedding,1347.85
1179,gold,None,2.56,18.0,0,585,wedding,1499.42
