,matter,injection_params,weight,size,is_defect,platemark,type,price_before_takeoff,price_after_discount
16093,silver,None,2.5,18.5,0,925,decorative,162.05,97.23
16094,silver,None,2.51,17.5,0,925,decorative,162.77,97.66
16095,silver,None,2.58,17.0,0,925,decorative,167.29,100.37
16096,silver,None,2.59,17.0,0,925,decorative,167.91,100.75
16097,silver,None,2.53,17.5,0,925,decorative,164.02,98.41
16098,gold,"26 Фианит б/ц Круг 1; 1 Фианит б/ц Круг 3,5",1.74,17.0,0,585,decorative,1320.69,660.35
16099,gold,None,1.55,17.5,0,585,decorative,567.3,340.38
16100,gold,None,1.59,18.0,0,585,decorative,630.34,378.20
16101,silver,None,1.64,20.0,0,925,decorative,373.38,74.68
16102,gold,None,2.18,17.0,0,585,decorative,826.9,496.14
16103,gold,None,1.15,16.0,0,375,engagement,537.33,322.40
16104,gold,None,1.2,16.5,0,375,engagement,560.72,336.43
16105,gold,None,1.07,15.5,0,375,engagement,499.91,299.95
16106,gold,None,1.13,16.0,0,375,engagement,527.96,316.78
16107,gold,None,1.15,16.5,0,375,engagement,537.33,322.40
16108,gold,None,1.25,18.0,0,375,engagement,584.05,350.43
16109,gold,"1 Бр Кр 57 3/6А 0,239ct; 4 Бр Кр 57 3/6А 0,056ct; 2 Бр Кр 17 2/3А 0,01ct; 2 Бр Кр 17 2/3А 0,005ct; 4 Бр Кр 17 2/3А 0,034ct",1.44,16.0,0,585,engagement,3183.87,2387.90
16110,gold,"1 Бр Кр 57 3/6А 0,239ct; 4 Бр Кр 57 3/6А 0,056ct; 2 Бр Кр 17 2/3А 0,01ct; 2 Бр Кр 17 2/3А 0,005ct; 4 Бр Кр 17 2/3А 0,034ct",1.4,17.0,0,585,engagement,3154.03,2365.52
16111,gold,"1 Бр Кр 57 3/6А 0,239ct; 4 Бр Кр 57 3/6А 0,056ct; 2 Бр Кр 17 2/3А 0,01ct; 2 Бр Кр 17 2/3А 0,005ct; 4 Бр Кр 17 2/3А 0,034ct",1.4,17.5,0,585,engagement,3154.03,2365.52
16112,gold,"1 Бр Кр 57 3/6А 0,239ct; 4 Бр Кр 57 3/6А 0,056ct; 2 Бр Кр 17 2/3А 0,01ct; 2 Бр Кр 17 2/3А 0,005ct; 4 Бр Кр 17 2/3А 0,034ct",1.47,18.5,0,585,engagement,3206.28,2404.71
16113,gold,"1 Бр Кр 57 3/6А 0,239ct; 4 Бр Кр 57 3/6А 0,056ct; 2 Бр Кр 17 2/3А 0,01ct; 2 Бр Кр 17 2/3А 0,005ct; 4 Бр Кр 17 2/3А 0,034ct",1.48,18.0,0,585,engagement,3213.63,2410.22
16114,gold,"1 Бр Кр 57 3/6А 0,239ct; 4 Бр Кр 57 3/6А 0,056ct; 2 Бр Кр 17 2/3А 0,01ct; 2 Бр Кр 17 2/3А 0,005ct; 4 Бр Кр 17 2/3А 0,034ct",1.48,18.5,1,585,engagement,3213.63,1992.45
16115,gold,None,1.76,17.0,0,585,engagement,1217.13,608.57
16116,gold,"1БРКр-57 4/6Б 0,1  2БРКр-57 3/7Б 0,08",1.79,17.5,0,585,engagement,1308.6,1046.88
16117,gold,"1БРКр-57 4/6Б 0,1  2БРКр-57 3/7Б 0,08",1.94,17.0,0,585,engagement,1610.03,1288.02
16118,gold,"1БРКр-57 4/6Б 0,1  2БРКр-57 3/7Б 0,08",1.96,15.5,0,585,engagement,1581.37,1265.10
16119,gold,"1БРКр-57 4/6Б 0,1  2БРКр-57 3/7Б 0,08",1.96,16.0,0,585,engagement,1670.74,1336.59
16120,gold,"1БРКр-57 4/6Б 0,1  2БРКр-57 3/7Б 0,08",2.0,16.5,0,585,engagement,1583.98,1267.18
16121,gold,"1БРКр-57 4/6Б 0,1  2БРКр-57 3/7Б 0,08",2.01,16.5,0,585,engagement,1586.94,1269.55
16122,gold,"1БРКр-57 4/6Б 0,1  2БРКр-57 3/7Б 0,08",1.9,15.5,0,585,engagement,1653.3,1322.64
16123,gold,"1БРКр-57 4/6Б 0,1  2БРКр-57 3/7Б 0,08",1.99,16.5,0,585,engagement,1581.07,1264.86
16124,gold,"1БРКр-57 3/6A 0,24",1.35,17.0,0,585,engagement,1651.62,1321.30
16125,gold,"1БРКр-57 3/6A 0,24",1.36,16.0,0,585,engagement,5733.39,4586.71
16126,gold,"1БРКр-57 3/6A 0,24",1.38,17.0,0,585,engagement,4553.5,3642.80
16127,gold,"1БРКр-57 3/6A 0,24",1.41,16.5,0,585,engagement,3131.12,2504.90
16128,gold,1 Бриллиант Кр-57-0.03ct-2/5А.,1.81,17.0,0,585,engagement,1163.52,872.64
16129,gold,1 Бриллиант Кр-57-0.03ct-2/5А.,1.91,17.5,0,585,engagement,1150.13,862.59
16130,gold,1 Бриллиант Кр-57-0.03ct-2/5А.,1.76,17.0,0,585,engagement,1134.39,850.79
16131,gold,"1 Аметист Овал 9*7; 8 Фианит бесцветный Круг 1,5",2.8,17.0,0,585,decorative,1276.58,765.95
16132,gold,"1 Цирконий круг 4,00 0,077; 3 Цирконий круг 1,00 0,00",1.24,17.5,0,585,decorative,883.4,441.70
16133,gold,"1 Цирконий круг 4,00 0,077; 3 Цирконий круг 1,00 0,00",1.16,18.0,0,585,decorative,826.41,413.20
16134,gold,"1 Цирконий круг 4,00 0,077; 3 Цирконий круг 1,00 0,00",1.23,16.5,0,585,decorative,876.26,438.13
16135,gold,"1 Цирконий круг 4,00 0,077; 3 Цирконий круг 1,00 0,00",1.26,17.5,1,585,decorative,897.62,314.17
16136,gold,"1 Цирконий круг 4,00 0,077; 3 Цирконий круг 1,00 0,00",1.26,16.0,1,585,decorative,897.62,314.17
16137,silver,1 Фианит б/ц Круг 6,1.51,16.0,0,925,engagement,65.72,39.43
16138,silver,1 Фианит б/ц Круг 6,1.73,18.0,0,925,engagement,75.31,45.18
16139,silver,1 Фианит б/ц Круг 6,1.65,17.5,0,925,engagement,71.76,43.06
16140,silver,"1 Куб. Цирконий кр 3,25",1.02,16.0,0,925,decorative,46.73,28.04
16141,silver,"1 Куб. Цирконий кр 3,25",1.06,16.5,0,925,decorative,49.11,29.47
16142,silver,"1 Куб. Цирконий кр 3,25",1.08,17.0,0,925,decorative,50.08,30.05
16143,silver,None,2.12,18.5,0,925,decorative,73.06,43.84
16144,gold,"3 Агат зеленый Груша 5*3; 3 Агат зеленый Круг 2,5; 2 Агат зеленый Маркиз 5*2,5; 1 Агат зеленый Овал 5*3",1.87,17.5,0,585,decorative,839.76,503.86
16145,gold,"3 Агат зеленый Груша 5*3; 3 Агат зеленый Круг 2,5; 2 Агат зеленый Маркиз 5*2,5; 1 Агат зеленый Овал 5*3",1.95,17.5,0,585,decorative,946.35,567.81
16146,gold,"3 Агат зеленый Груша 5*3; 3 Агат зеленый Круг 2,5; 2 Агат зеленый Маркиз 5*2,5; 1 Агат зеленый Овал 5*3",1.92,17.5,0,585,decorative,931.81,559.09
16147,gold,"8 Фианит SWAROVSKI недраг Круг 1; 2 Фианит SWAROVSKI недраг Круг 1,25; 1 Фианит SWAROVSKI недраг Круг 5",1.91,16.5,0,585,decorative,1065.47,639.28
16148,gold,"8 Фианит SWAROVSKI недраг Круг 1; 2 Фианит SWAROVSKI недраг Круг 1,25; 1 Фианит SWAROVSKI недраг Круг 5",1.94,17.0,0,585,decorative,823.49,494.09
16149,gold,"8 Фианит SWAROVSKI недраг Круг 1; 2 Фианит SWAROVSKI недраг Круг 1,25; 1 Фианит SWAROVSKI недраг Круг 5",2.01,17.5,0,585,decorative,853.2,511.92
16150,gold,"2 Топаз swiss Гр 5*3; 1 Топаз swiss Гр 6*4; 1 Фианит б/ц Кр 1,5; 3 Фианит б/ц Кр 1,75",2.1,17.0,0,585,decorative,879.31,527.59
16151,gold,"2 Топаз swiss Гр 5*3; 1 Топаз swiss Гр 6*4; 1 Фианит б/ц Кр 1,5; 3 Фианит б/ц Кр 1,75",2.0,17.5,0,585,decorative,1204.72,602.36
16152,gold,"2 Топаз swiss Гр 5*3; 1 Топаз swiss Гр 6*4; 1 Фианит б/ц Кр 1,5; 3 Фианит б/ц Кр 1,75",2.25,18.0,0,585,decorative,1355.31,677.66
16153,gold,"2 Топаз swiss Гр 5*3; 1 Топаз swiss Гр 6*4; 1 Фианит б/ц Кр 1,5; 3 Фианит б/ц Кр 1,75",2.08,16.5,0,585,decorative,1466.61,733.31
16154,gold,"1 Фианит Swarovski Круг 4,00 0,093, 17 Фианит Круг 1,00",1.6,18.0,0,585,decorative,1124.91,562.46
16155,gold,"1 Фианит Swarovski Круг 4,00 0,093, 17 Фианит Круг 1,00",1.62,17.5,0,585,decorative,1138.96,569.48
16156,gold,"2 Гранат Груша 5*3; 6 Гранат Круг 2,25; 2 Гранат Круг 3,25; 1 Гранат Овал 6*4",2.14,17.5,0,585,decorative,1116.61,669.97
16157,gold,None,1.44,16.0,0,585,engagement,1030.48,515.24
16158,gold,None,1.49,16.0,0,585,engagement,1066.21,533.11
16159,gold,None,1.54,15.0,0,585,engagement,1102.04,551.02
16160,gold,None,1.54,17.0,0,585,engagement,1102.04,551.02
16161,gold,None,1.54,17.0,0,585,engagement,1103.03,551.51
16162,gold,None,1.61,16.5,0,585,engagement,1152.12,576.06
16163,gold,None,1.61,17.0,0,585,engagement,1152.12,576.06
16164,gold,None,1.63,17.5,0,585,engagement,1166.46,583.23
16165,gold,None,1.63,17.0,0,585,engagement,1167.5,583.75
16166,silver,None,1.55,16.5,0,925,decorative,91.56,54.94
16167,silver,None,1.59,17.0,0,925,decorative,93.95,56.37
16168,silver,None,1.74,17.5,0,925,decorative,102.83,61.70
16169,silver,None,1.69,18.0,0,925,decorative,99.81,59.89
16170,silver,None,1.67,19.0,0,925,decorative,98.66,59.20
16171,silver,"1 Куб. Цирконий кр 3,50",1.05,17.5,0,925,decorative,48.67,29.20
16172,silver,1 Аметист Круг; 2 Аметист Маркиз; 4 Аметист Овал; 2 Хризолит Круг; 6 Хризолит Маркиз,3.23,18.0,0,925,decorative,253.23,151.94
16173,gold,"1 фианит Сваровски 6,0 Круг",2.74,18.5,0,585,decorative,1407.46,844.47
16174,gold,"1 фианит Сваровски 6,0 Круг",2.77,19.5,0,585,decorative,1193.79,716.27
16175,gold,"1 Бр Кр 57 3/6А 0,099ct",1.46,15.5,0,585,engagement,1610.2,1207.65
16176,gold,"1 Бр Кр 57 3/6А 0,099ct",1.47,16.0,0,585,engagement,1617.65,1213.24
16177,gold,"1 Бр Кр 57 3/6А 0,099ct",1.6,17.0,0,585,engagement,1714.42,1285.82
16178,gold,"1 Бр Кр 57 3/6А 0,099ct",1.64,17.5,0,585,engagement,1744.17,1308.13
16179,gold,"1 Бр Кр 57 3/6А 0,099ct",1.72,18.0,0,585,engagement,1803.76,1352.82
16180,silver,4 Аметист Груша 5*3; 4 Аметист Круг 3; 2 Аметист Овал 7*5; 21 Фианит б/ц Круг 1; 8 Фианит б/ц Круг 2,3.57,17.5,0,925,decorative,339.58,203.75
16181,silver,4 Аметист Груша 5*3; 4 Аметист Круг 3; 2 Аметист Овал 7*5; 21 Фианит б/ц Круг 1; 8 Фианит б/ц Круг 2,3.86,18.0,0,925,decorative,367.2,220.32
16182,silver,4 Аметист Груша 5*3; 4 Аметист Круг 3; 2 Аметист Овал 7*5; 21 Фианит б/ц Круг 1; 8 Фианит б/ц Круг 2,3.62,18.0,0,925,decorative,344.37,206.62
16183,silver,4 Аметист Груша 5*3; 4 Аметист Круг 3; 2 Аметист Овал 7*5; 21 Фианит б/ц Круг 1; 8 Фианит б/ц Круг 2,4.03,19.5,0,925,decorative,300.15,180.09
16184,silver,4 Аметист Груша 5*3; 4 Аметист Круг 3; 2 Аметист Овал 7*5; 21 Фианит б/ц Круг 1; 8 Фианит б/ц Круг 2,3.6,18.0,0,925,decorative,268.09,160.85
16185,silver,4 Аметист Груша 5*3; 4 Аметист Круг 3; 2 Аметист Овал 7*5; 21 Фианит б/ц Круг 1; 8 Фианит б/ц Круг 2,3.65,17.5,0,925,decorative,271.82,163.09
16186,gold,None,1.39,15.0,0,585,engagement,1745.94,1309.46
16187,gold,None,1.5,15.5,0,585,engagement,1827.5,1370.63
16188,gold,None,1.57,16.0,0,585,engagement,1879.45,1409.59
16189,gold,None,1.58,16.0,0,585,engagement,1886.77,1415.08
16190,gold,None,1.59,17.0,0,585,engagement,1894.17,1420.63
16191,gold,None,1.6,17.0,0,585,engagement,1901.58,1426.19
16192,gold,None,1.71,18.5,0,585,engagement,1983.24,1487.43
16193,gold,None,1.75,18.5,0,585,engagement,2012.89,1509.67
16194,gold,None,1.48,15.5,0,585,engagement,1812.6,1359.45
16195,gold,None,1.54,17.0,0,585,engagement,1857.13,1392.85
16196,silver,None,6.69,19.0,0,925,decorative,174.54,122.18
16197,silver,None,6.68,18.0,0,925,decorative,194.39,136.07
16198,silver,"12 Фианит круг 1,0=0,096; 1 Жемчуг культ. белый 8-8,5=3,097",2.01,16.0,0,925,decorative,341.92,68.38
16199,silver,"12 Фианит круг 1,0=0,096; 1 Жемчуг культ. белый 8-8,5=3,097",2.02,16.0,0,925,decorative,341.91,68.38
16200,silver,"1 Топаз Лондон Круг 5,5; 16 Фианит бесцветный Круг 1,25",1.64,16.5,0,925,decorative,118.46,71.08
16201,silver,"1 Топаз Лондон Круг 5,5; 16 Фианит бесцветный Круг 1,25",1.68,17.0,0,925,decorative,121.35,72.81
16202,gold,None,1.26,20.0,0,375,decorative,595.25,357.15
16203,gold,None,1.38,19.5,0,375,decorative,651.93,391.16
16204,gold,None,1.16,16.5,0,585,engagement,540.59,270.30
16205,gold,15 Бриллиант Кр-57-0.2ct-3/5А. 1 Бриллиант Кр-57-0.12ct-4/5А.,3.2,16.5,0,585,engagement,2861.44,2146.08
16206,gold,15 Бриллиант Кр-57-0.2ct-3/5А. 1 Бриллиант Кр-57-0.12ct-4/5А.,3.27,17.0,0,585,engagement,2640.56,1980.42
16207,silver,"16 Фианит Круг 1,75 0,141",2.45,18.5,0,925,decorative,179.29,107.57
16208,silver,"16 Фианит Круг 1,75 0,141",2.55,19.0,0,925,decorative,186.66,112.00
16209,silver,"16 Фианит Круг 1,75 0,141",2.48,18.0,0,925,decorative,181.51,108.91
16210,silver,"16 Фианит Круг 1,75 0,141",2.5,18.0,0,925,decorative,182.93,109.76
16211,silver,"16 Фианит Круг 1,75 0,141",2.34,17.5,0,925,decorative,171.29,102.77
16212,silver,"16 Фианит Круг 1,75 0,141",2.44,17.5,0,925,decorative,178.58,107.15
16213,silver,"16 Фианит Круг 1,75 0,141",2.46,17.5,0,925,decorative,180.0,108.00
16214,silver,"16 Фианит Круг 1,75 0,141",2.66,18.0,0,925,decorative,194.66,116.80
16215,silver,"16 Фианит Круг 1,75 0,141",2.47,18.0,0,925,decorative,783.26,156.65
16216,silver,"16 Фианит Круг 1,75 0,141",2.59,18.5,0,925,decorative,821.39,164.28
16217,gold,"1БРКр-57 5/3Б 0,17 ",4.69,16.0,0,585,decorative,2520.92,2016.74
16218,silver,None,2.83,18.0,0,925,decorative,167.03,100.22
16219,silver,None,2.94,19.0,0,925,decorative,173.52,104.11
16220,gold,"17 фианит Сваровски 1,5 Круг",1.91,16.5,0,585,decorative,1143.8,686.28
16221,gold,"17 фианит Сваровски 1,5 Круг",1.92,17.0,0,585,decorative,1149.81,689.89
16222,gold,"17 фианит Сваровски 1,5 Круг",2.01,17.5,0,585,decorative,1203.69,722.21
16223,gold,"1 Жемчуг преснов. Круг Кабошон 9; 15 Фианит б/ц Круг 1; 1 Фианит б/ц Круг 2,5",3.04,17.0,0,585,decorative,908.05,544.83
16224,silver,None,1.68,17.0,0,925,decorative,104.93,62.96
16225,silver,None,1.94,18.5,0,925,decorative,146.88,88.13
16226,gold,None,0.85,16.5,0,375,decorative,397.18,238.31
16227,gold,None,0.95,17.0,0,375,decorative,443.9,266.34
16228,gold,None,0.99,17.5,0,375,decorative,462.57,277.54
16229,silver,"1 Фианит Кр 1,5=0,027; 1 Жемчуг белый 8-8,5=3,178",1.77,16.0,0,925,decorative,61.65,36.99
16230,silver,"1 Фианит Кр 1,5=0,027; 1 Жемчуг белый 8-8,5=3,178",1.91,17.0,0,925,decorative,66.51,39.90
16231,silver,"3 Фианит круг 1,0=0,024; 1 Жемчуг белый 8-8,5=2,81",3.78,18.0,0,925,decorative,578.87,115.77
16232,gold,"1 бр 0,004ct 2/3А кр-17; 1 бр 0,121ct 4/5А кр-57",1.4,15.0,0,585,engagement,1718.7,1289.03
16233,gold,"1 бр 0,004ct 2/3А кр-17; 1 бр 0,121ct 4/5А кр-57",1.54,16.5,0,585,engagement,1823.22,1367.42
16234,gold,"1 бр 0,004ct 2/3А кр-17; 1 бр 0,121ct 4/5А кр-57",1.6,18.0,0,585,engagement,1868.03,1401.02
16235,gold,"1 бр 0,004ct 2/3А кр-17; 1 бр 0,121ct 4/5А кр-57",1.57,17.0,0,585,engagement,1845.61,1384.21
16236,gold,None,0.96,16.0,0,375,decorative,498.35,249.17
16237,gold,None,1.01,17.0,0,375,decorative,524.29,262.15
16238,gold,None,0.87,15.0,0,375,decorative,451.63,225.81
16239,gold,None,0.86,15.0,0,375,decorative,446.39,223.20
16240,gold,"1 Фианит Кр 4,00 0,084;20 Фианит Кр 0,80 0,017;",1.65,17.0,0,585,engagement,1115.4,557.70
16241,gold,"1 Фианит Кр 4,00 0,084;20 Фианит Кр 0,80 0,017;",1.72,18.0,0,585,engagement,1162.75,581.38
16242,gold,"1 Фианит Кр 4,00 0,084;20 Фианит Кр 0,80 0,017;",1.74,17.0,0,585,engagement,1176.27,588.14
16243,gold,"1 Фианит Кр 4,00 0,084;20 Фианит Кр 0,80 0,017;",1.5,16.5,0,585,engagement,1014.92,507.46
16244,gold,"19 Фианит Круг 1,00",1.79,19.0,0,585,decorative,1258.5,629.25
16245,gold,"19 Фианит Круг 1,00",1.86,20.5,0,585,decorative,1307.75,653.88
16246,gold,"19 Фианит Круг 1,00",1.89,20.5,0,585,decorative,1328.84,664.42
16247,gold,"1 бр 0,004ct 2/3А кр-17; 1 бр 0,121ct 4/5А кр-57",1.4,15.0,0,585,engagement,1718.7,1289.03
16248,gold,"1 бр 0,004ct 2/3А кр-17; 1 бр 0,121ct 4/5А кр-57",1.54,16.5,0,585,engagement,1823.22,1367.42
16249,gold,"1 бр 0,004ct 2/3А кр-17; 1 бр 0,121ct 4/5А кр-57",1.6,18.0,0,585,engagement,1868.03,1401.02
16250,gold,"1 бр 0,004ct 2/3А кр-17; 1 бр 0,121ct 4/5А кр-57",1.57,17.0,0,585,engagement,1845.61,1384.21
16251,gold,"1 Фианит Кр 4,00 0,084;20 Фианит Кр 0,80 0,017;",1.65,17.0,0,585,engagement,1115.4,557.70
16252,gold,"1 Фианит Кр 4,00 0,084;20 Фианит Кр 0,80 0,017;",1.72,18.0,0,585,engagement,1162.75,581.38
16253,gold,"1 Фианит Кр 4,00 0,084;20 Фианит Кр 0,80 0,017;",1.74,17.0,0,585,engagement,1176.27,588.14
16254,gold,"1 Фианит Кр 4,00 0,084;20 Фианит Кр 0,80 0,017;",1.5,16.5,0,585,engagement,1014.92,507.46
16255,silver,None,1.67,18.0,0,925,decorative,80.24,48.15
16256,silver,None,1.57,16.5,0,925,decorative,83.82,50.29
16257,silver,"1 Куб. Цирконий кр 3,50",1.36,16.5,0,925,decorative,60.98,36.59
16258,gold,"1 Сапфир нат. Кр 5,0 2/2 0,475ct; 2 Бр Кр 57 3/6А 0,055ct; 12 Бр Кр 17 2/3А 0,118ct",1.37,17.5,0,585,decorative,1979.36,1484.52
16259,gold,"1 Сапфир нат. Кр 5,0 2/2 0,475ct; 2 Бр Кр 57 3/6А 0,055ct; 12 Бр Кр 17 2/3А 0,118ct",1.37,18.0,0,585,decorative,1934.48,1450.86
16260,gold,None,2.18,17.0,0,585,engagement,961.07,480.54
16261,gold,None,2.24,17.5,0,585,engagement,987.5,493.75
16262,gold,None,2.25,18.0,0,585,engagement,991.98,495.99
16263,gold,None,2.04,16.0,0,585,engagement,899.37,449.69
16264,gold,None,2.14,16.5,0,585,engagement,943.48,471.74
16265,gold,None,2.17,17.5,0,585,engagement,956.67,478.34
16266,gold,None,2.2,16.5,0,585,engagement,969.91,484.96
16267,gold,None,2.21,17.0,0,585,engagement,974.34,487.17
16268,gold,None,2.22,16.0,0,585,engagement,978.71,489.36
16269,gold,"1БРКр-57 3/4Б 0,18  4БРКр-57 3/5Б 0,02  4БРКр-57 3/5Б 0,03",2.74,17.5,0,585,decorative,2696.54,2157.23
16270,gold,"1БРКр-57 3/4Б 0,18  4БРКр-57 3/5Б 0,02  4БРКр-57 3/5Б 0,03",2.93,16.5,0,585,decorative,2542.36,2033.89
16271,gold,"1БРКр-57 3/4Б 0,18  4БРКр-57 3/5Б 0,02  4БРКр-57 3/5Б 0,03",2.93,16.5,0,585,decorative,2579.13,2063.30
16272,gold,"1БРКр-57 3/4Б 0,18  4БРКр-57 3/5Б 0,02  4БРКр-57 3/5Б 0,03",2.97,17.0,0,585,decorative,2725.0,2180.00
16273,gold,"1БРКр-57 3/4Б 0,18  4БРКр-57 3/5Б 0,02  4БРКр-57 3/5Б 0,03",3.0,19.0,0,585,decorative,2621.28,2097.02
16274,gold,"1БРКр-57 3/4Б 0,18  4БРКр-57 3/5Б 0,02  4БРКр-57 3/5Б 0,03",2.91,17.5,0,585,decorative,2705.14,2164.11
16275,gold,"1БРКр-57 3/4Б 0,18  4БРКр-57 3/5Б 0,02  4БРКр-57 3/5Б 0,03",2.96,18.0,0,585,decorative,2672.79,2138.23
16276,gold,"1БРКр-57 3/4Б 0,18  4БРКр-57 3/5Б 0,02  4БРКр-57 3/5Б 0,03",3.0,17.0,0,585,decorative,3550.65,2840.52
16277,gold,"1БРКр-57 3/4Б 0,18  4БРКр-57 3/5Б 0,02  4БРКр-57 3/5Б 0,03",3.03,17.5,0,585,decorative,2644.43,2115.54
16278,gold,"1БРКр-57 3/4Б 0,18  4БРКр-57 3/5Б 0,02  4БРКр-57 3/5Б 0,03",3.13,17.5,0,585,decorative,2721.19,2176.95
16279,gold,"1БРКр-57 3/4Б 0,18  4БРКр-57 3/5Б 0,02  4БРКр-57 3/5Б 0,03",2.72,17.0,0,585,decorative,3071.53,2457.22
16280,gold,"1БРКр-57 3/4Б 0,18  4БРКр-57 3/5Б 0,02  4БРКр-57 3/5Б 0,03",2.79,17.0,0,585,decorative,2631.81,2105.45
16281,gold,"1БРКр-57 3/4Б 0,18  4БРКр-57 3/5Б 0,02  4БРКр-57 3/5Б 0,03",2.95,17.5,0,585,decorative,3145.08,2516.06
16282,gold,"1БРКр-57 3/4Б 0,18  4БРКр-57 3/5Б 0,02  4БРКр-57 3/5Б 0,03",3.01,18.5,0,585,decorative,3166.31,2533.05
16283,silver,4 Аметист Круг 3; 4 Аметист Овал 5*3,2.4,18.0,0,925,decorative,129.0,77.40
16284,gold,13 Фианит б/ц Круг 1,2.4,18.0,0,585,decorative,1010.71,606.43
16285,gold,13 Фианит б/ц Круг 1,2.48,19.5,0,585,decorative,1206.62,723.97
16286,gold,13 Фианит б/ц Круг 1,2.59,19.0,0,585,decorative,1217.74,608.87
16287,gold,13 Фианит б/ц Круг 1,2.47,19.0,0,585,decorative,1367.0,820.20
16288,gold,13 Фианит б/ц Круг 1,2.25,17.5,0,585,decorative,1057.95,528.98
16289,gold,13 Фианит б/ц Круг 1,2.23,18.0,0,585,decorative,1048.52,524.26
16290,gold,13 Фианит б/ц Круг 1,2.42,19.5,0,585,decorative,1137.86,568.93
16291,gold,13 Фианит б/ц Круг 1,2.49,19.5,0,585,decorative,1170.77,585.39
16292,gold,None,1.42,16.0,0,585,decorative,733.16,439.90
16293,silver,None,1.85,16.5,0,925,decorative,77.52,46.51
16294,gold,None,0.85,16.5,0,375,decorative,397.18,238.31
16295,gold,None,0.95,17.0,0,375,decorative,443.9,266.34
16296,gold,None,0.99,17.5,0,375,decorative,462.57,277.54
16297,gold,None,1.44,16.0,0,585,engagement,1030.48,515.24
16298,gold,None,1.49,16.0,0,585,engagement,1066.21,533.11
16299,gold,None,1.54,15.0,0,585,engagement,1102.04,551.02
16300,gold,None,1.54,17.0,0,585,engagement,1102.04,551.02
16301,gold,None,1.54,17.0,0,585,engagement,1103.03,551.51
16302,gold,None,1.61,16.5,0,585,engagement,1152.12,576.06
16303,gold,None,1.61,17.0,0,585,engagement,1152.12,576.06
16304,gold,None,1.63,17.5,0,585,engagement,1166.46,583.23
16305,gold,None,1.63,17.0,0,585,engagement,1167.5,583.75
16306,gold,"1 Бр Кр 57 3/6А 0,099ct",0.93,16.0,0,585,engagement,1215.98,911.99
16307,gold,"1 Бр Кр 57 3/6А 0,099ct",0.93,16.0,0,585,engagement,1215.98,911.99
16308,gold,"1 Бр Кр 57 3/6А 0,099ct",0.98,16.5,0,585,engagement,1253.18,939.89
16309,gold,"1 Бр Кр 57 3/6А 0,099ct",0.98,17.0,0,585,engagement,1253.18,939.89
16310,gold,None,2.04,18.5,0,585,decorative,1199.74,599.87
16311,silver,"13 Куб. Куб. Цирконий кр синий;5 Куб. Куб. Цирконий кр 1,25  голубой;1 Куб. Цирконий груша 6*4 фиолет",1.5,18.0,0,925,decorative,70.62,42.37
16312,silver,"13 Куб. Куб. Цирконий кр синий;5 Куб. Куб. Цирконий кр 1,25  голубой;1 Куб. Цирконий груша 6*4 фиолет",1.35,17.0,0,925,decorative,64.21,38.52
16313,silver,"13 Куб. Куб. Цирконий кр синий;5 Куб. Куб. Цирконий кр 1,25  голубой;1 Куб. Цирконий груша 6*4 фиолет",1.38,17.5,0,925,decorative,65.62,39.37
16314,silver,None,2.21,19.5,0,925,decorative,89.17,53.50
16315,silver,None,1.93,20.5,0,925,decorative,153.09,91.85
16316,silver,None,1.95,20.5,0,925,decorative,154.6,92.76
16317,silver,None,2.09,21.0,0,925,decorative,165.7,99.42
16318,silver,None,2.2,21.0,0,925,decorative,174.48,104.69
16319,silver,None,2.25,19.0,0,925,decorative,178.4,107.04
16320,silver,None,2.25,19.0,0,925,decorative,178.4,107.04
16321,silver,None,2.26,19.0,0,925,decorative,179.2,107.52
16322,silver,None,2.28,18.5,0,925,decorative,180.8,108.48
16323,silver,None,1.89,20.5,0,925,decorative,149.9,89.94
16324,silver,None,1.95,20.5,1,925,decorative,154.6,61.84
16325,silver,None,2.14,21.5,0,925,decorative,169.7,101.82
16326,silver,None,2.19,21.0,0,925,decorative,173.69,104.21
16327,gold,1 Бриллиант Кр-57-0.08ct-3/5А,2.15,20.0,0,585,decorative,1500.31,1125.23
16328,gold,1 Бриллиант Кр-57-0.08ct-3/5А,2.1,17.5,0,585,decorative,1650.81,1238.11
16329,gold,1 Бриллиант Кр-57-0.25ct-4/6А.,2.56,17.5,0,585,engagement,2859.72,2144.79
16330,gold,1 Бриллиант Кр-57-0.25ct-4/6А.,2.59,17.5,0,585,engagement,2671.17,2003.38
16331,gold,1 Бриллиант Кр-57-0.25ct-4/6А.,2.6,16.0,0,585,engagement,2675.89,2006.92
16332,gold,1 Бриллиант Кр-57-0.25ct-4/6А.,2.82,17.5,1,585,engagement,3003.3,2252.48
16333,gold,1 Бриллиант Кр-57-0.25ct-4/6А.,2.65,17.0,0,585,engagement,2909.44,2182.08
16334,gold,1 Бриллиант Кр-57-0.25ct-4/6А.,2.59,16.0,0,585,engagement,2876.3,2157.23
16335,gold,1 Бриллиант Кр-57-0.25ct-4/6А.,2.57,17.5,0,585,engagement,2865.27,2148.95
16336,gold,1 Бриллиант Кр-57-0.25ct-4/6А.,2.56,17.5,0,585,engagement,2859.72,2144.79
16337,gold,1 Бриллиант Кр-57-0.25ct-4/6А.,2.59,17.5,0,585,engagement,2671.17,2003.38
