артикул;материал;вес;размер;есть_дефект;проба;тип;цена_до_скидки
П7412-001К14;Золото;1.85;17;0;585;obruchalnye;1057.15
П7412-001К14;Золото;1.88;17;0;585;obruchalnye;1074.29
П7412-001К14;Золото;1.9;17;0;585;obruchalnye;1085.72
П7412-001К14;Золото;1.92;16,5;0;585;obruchalnye;1097.15
П7412-001К14;Золото;1.92;17;0;585;obruchalnye;1097.15
П7412-001К14;Золото;1.93;16,5;0;585;obruchalnye;1102.86
П7412-001К14;Золото;1.93;16,5;0;585;obruchalnye;1102.86
П7412-001К14;Золото;1.93;17,5;0;585;obruchalnye;1102.86
П7412-001К14;Золото;1.94;16,5;0;585;obruchalnye;1108.57
П7412-001К14;Золото;1.94;17;0;585;obruchalnye;1108.57
П7412-001К14;Золото;1.94;17;0;585;obruchalnye;1108.57
П7412-001К14;Золото;1.95;17,5;0;585;obruchalnye;1114.29
П7412-001К14;Золото;1.96;17;0;585;obruchalnye;1120
П7412-001К14;Золото;1.97;16,5;0;585;obruchalnye;1125.72
П7412-001К14;Золото;1.97;17;0;585;obruchalnye;1125.72
П7412-001К14;Золото;1.98;17;0;585;obruchalnye;1131.43
П7412-001К14;Золото;1.99;16,5;0;585;obruchalnye;1137.15
П7412-001К14;Золото;2;17;0;585;obruchalnye;1142.86
П7412-001К14;Золото;2.01;16,5;0;585;obruchalnye;1148.57
П7412-001К14;Золото;2.01;17;0;585;obruchalnye;1148.57
П7412-001К14;Золото;2.11;17,5;0;585;obruchalnye;1205.72
П7412-001К14;Золото;2.11;17,5;0;585;obruchalnye;1205.72
П7412-001К14;Золото;2.11;17,5;0;585;obruchalnye;1205.72
П7412-001К14;Золото;2.13;17,5;0;585;obruchalnye;1217.15
П7412-001К14;Золото;2.15;17,5;0;585;obruchalnye;1228.57
П7412-001К14;Золото;2.15;17,5;0;585;obruchalnye;1228.57
П7412-001К14;Золото;2.17;17,5;0;585;obruchalnye;1240
П7412-001К14;Золото;2.17;18;0;585;obruchalnye;1240
П7412-001К14;Золото;2.18;18;0;585;obruchalnye;1245.72
П7412-001К14;Золото;2.18;18;0;585;obruchalnye;1245.72
П7412-001К14;Золото;2.19;18;0;585;obruchalnye;1251.43
П7412-001К14;Золото;2.2;17,5;0;585;obruchalnye;1257.15
П7412-001К14;Золото;2.21;18;0;585;obruchalnye;1262.86
П7412-001К14;Золото;2.24;17,5;0;585;obruchalnye;1280
П7412-001К14;Золото;2.28;18;0;585;obruchalnye;1302.86
Т10001012;Золото;2.18;21,5;0;585;obruchalnye;924.93
Т10001012;Золото;2.18;21,5;0;585;obruchalnye;924.93
Т10001012;Золото;2.19;21,5;0;585;obruchalnye;929.17
Т10001012;Золото;2.19;22;0;585;obruchalnye;929.17
Т10001012;Золото;2.19;22;0;585;obruchalnye;1220.14
Т10001012;Золото;2.21;22,5;0;585;obruchalnye;937.66
Т10001012;Золото;2.29;22,5;0;585;obruchalnye;971.6
Т10001012;Золото;2.34;23;0;585;obruchalnye;992.82
Т10001012;Золото;2.18;22;0;585;obruchalnye;924.93
Т10001012;Золото;2.21;22;0;585;obruchalnye;937.66
Т10001012;Золото;1.52;15;0;585;obruchalnye;644.91
Т10001012;Золото;2.04;20,5;0;585;obruchalnye;865.53
Т10001012;Золото;2.05;20,5;0;585;obruchalnye;869.77
Т10001012;Золото;2.07;21;0;585;obruchalnye;878.26
Т10001012;Золото;2.11;21,5;0;585;obruchalnye;895.23
Т10001012;Золото;2.12;21;0;585;obruchalnye;1181.14
Т10001012;Золото;2.14;21,5;0;585;obruchalnye;1192.28
Т10001012;Золото;2.14;21,5;0;585;obruchalnye;907.96
Т10001012;Золото;2.14;21,5;0;585;obruchalnye;1192.28
Т10001012;Золото;2.15;21,5;0;585;obruchalnye;1197.85
Т10001012;Золото;2.15;21,5;0;585;obruchalnye;912.2
Т10001012;Золото;2.15;21,5;0;585;obruchalnye;912.2
Т10001012;Золото;2.15;21,5;0;585;obruchalnye;1197.85
Т10001012;Золото;2.15;21,5;0;585;obruchalnye;912.2
Т10001012;Золото;2.16;21,5;0;585;obruchalnye;916.44
Т10001012;Золото;2.16;21,5;0;585;obruchalnye;1203.42
Т10001012;Золото;2.22;22;0;585;obruchalnye;941.9
Т10001012;Золото;2.23;22;0;585;obruchalnye;946.14
Т10001012;Золото;2.23;22,5;0;585;obruchalnye;946.14
Т10001012;Золото;2.27;22,5;0;585;obruchalnye;963.12
Т10001012;Золото;2.27;22,5;0;585;obruchalnye;963.12
Т10001012;Золото;2.27;22,5;0;585;obruchalnye;1264.71
Т10001012;Золото;2.27;22,5;0;585;obruchalnye;963.12
Т10001012;Золото;2.31;23;0;585;obruchalnye;980.09
Т10001012;Золото;2.31;23;0;585;obruchalnye;980.09
Т10001012;Золото;2.31;23;0;585;obruchalnye;980.09
Т10001012;Золото;2.32;23;0;585;obruchalnye;984.33
Т10001012;Золото;1.58;15;0;585;obruchalnye;670.36
Т10001012;Золото;1.59;15;0;585;obruchalnye;674.61
Т10001012;Золото;1.59;15;0;585;obruchalnye;674.61
Т10001012;Золото;1.59;15;0;585;obruchalnye;674.61
Т10001012;Золото;1.79;19;0;585;obruchalnye;759.46
Т10001012;Золото;1.86;20;0;585;obruchalnye;1036.28
Т10001012;Золото;1.93;18,5;0;585;obruchalnye;818.86
Т10001012;Золото;1.83;20,5;0;585;obruchalnye;776.43
Т10001012;Золото;2.13;23;0;585;obruchalnye;903.72
Т10001012;Золото;2.2;22,5;0;585;obruchalnye;933.42
Т10001012;Золото;1.98;21;0;585;obruchalnye;840.07
Т10001012;Золото;2.09;22,5;0;585;obruchalnye;886.75
Т10001012;Золото;2.09;22,5;0;585;obruchalnye;1164.42
Т10001012;Золото;2.15;23;0;585;obruchalnye;1013.57
Т10001012;Золото;2.06;22;0;585;obruchalnye;874.02
Т10001012;Золото;2.06;22;0;585;obruchalnye;874.02
Т10001012;Золото;1.8;20;0;585;obruchalnye;763.7
Т10001012;Золото;1.99;21,5;0;585;obruchalnye;844.32
Т10001012;Золото;1.99;21,5;0;585;obruchalnye;1108.71
Т10001012;Золото;1.99;21,5;0;585;obruchalnye;1108.71
Т10001012;Золото;2.18;23;0;585;obruchalnye;924.93
Т10001012;Золото;1.42;15;0;585;obruchalnye;602.48
Т10001012;Золото;1.46;15;0;585;obruchalnye;688.29
Т10001012;Золото;2.15;21;0;585;obruchalnye;912.2
Т10001012;Золото;1.9;21;0;585;obruchalnye;806.13
Т10001012;Золото;2.03;21,5;0;585;obruchalnye;861.29
Т10001012;Золото;1.59;15,5;0;585;obruchalnye;885.85
Т10001012;Золото;2.06;21,5;0;585;obruchalnye;1147.71
Т10001012;Золото;1.88;19,5;0;585;obruchalnye;1047.42
Т10001012;Золото;1.89;21;0;585;obruchalnye;1052.99
66086;Золото;1.32;16;0;585;pomolvochnye;489.14
6015010;Золото;6.31;17;0;585;dekorativnye_1;707.68
6015010;Золото;6.88;18;0;585;dekorativnye_1;722.76
6015010;Золото;7.06;18;0;585;dekorativnye_1;717.65
6015010;Золото;7.1;18;0;585;dekorativnye_1;717.65
6015010;Золото;7.19;16,5;0;585;dekorativnye_1;707.68
6015010;Золото;7.27;16,5;0;585;dekorativnye_1;714.7
6015010;Золото;7.39;18,5;1;585;dekorativnye_1;707.68
6015010;Золото;7.42;18,5;0;585;dekorativnye_1;717.65
6015010;Золото;6.88;17;0;585;dekorativnye_1;723.35
6015010;Золото;7.04;17,5;0;585;dekorativnye_1;723.35
6015010;Золото;7.05;19;0;585;dekorativnye_1;726.96
6015010;Золото;6.28;17;0;585;dekorativnye_1;720.28
6015010;Золото;7.3;18,5;0;585;dekorativnye_1;717.85
CC73900226773;Золото;1.53;16,5;0;585;pomolvochnye;1422.67
CC73900226773;Золото;1.59;15,5;0;585;pomolvochnye;1542.65
CC73900226773;Золото;1.59;15,5;0;585;pomolvochnye;1332.01
CC73900226773;Золото;1.61;15,5;0;585;pomolvochnye;1521.97
CC73900226773;Золото;1.63;17;0;585;pomolvochnye;1530.49
CC73900226773;Золото;1.66;16,5;0;585;pomolvochnye;1434.95
CC73900226773;Золото;1.67;16,5;0;585;pomolvochnye;1465.76
CC73900226773;Золото;1.69;16;0;585;pomolvochnye;1425.52
CC73900226773;Золото;1.72;17;0;585;pomolvochnye;1591.34
П7302-003К95;Золото;2.32;15,5;0;375;obruchalnye;994.28
П7302-003К95;Золото;2.32;15,5;0;375;obruchalnye;961.15
П7302-003К95;Золото;2.32;15,5;0;375;obruchalnye;994.28
П7302-003К95;Золото;2.34;15,5;0;375;obruchalnye;969.44
П7302-003К95;Золото;2.35;15,5;0;375;obruchalnye;973.58
П7302-003К95;Золото;2.4;16;0;375;obruchalnye;994.3
П7302-003К95;Золото;2.43;16;0;375;obruchalnye;1006.72
П7302-003К95;Золото;2.59;17;0;375;obruchalnye;1073.01
П7302-003К95;Золото;2.59;17;0;375;obruchalnye;1073.01
П7302-003К95;Золото;2.61;17,5;0;375;obruchalnye;1081.3
П7302-003К95;Золото;2.62;17;0;375;obruchalnye;1085.44
П7302-003К95;Золото;2.62;17,5;0;375;obruchalnye;1085.44
П7302-003К95;Золото;2.67;17,5;0;375;obruchalnye;1106.15
П7302-003К95;Золото;2.67;18;0;375;obruchalnye;1106.15
П7302-003К95;Золото;2.7;17,5;0;375;obruchalnye;1118.58
П7302-003К95;Золото;2.7;17,5;0;375;obruchalnye;1157.14
П7302-003К95;Золото;2.7;18;0;375;obruchalnye;1118.58
П7302-003К95;Золото;2.7;18;0;375;obruchalnye;1157.14
П7302-003К95;Золото;2.7;18;0;375;obruchalnye;1118.58
П7302-003К95;Золото;2.7;18;0;375;obruchalnye;1118.58
П7302-003К95;Золото;2.7;18;0;375;obruchalnye;1157.14
П7302-003К95;Золото;2.8;18,5;0;375;obruchalnye;1160.01
П7302-003К95;Золото;2.81;18,5;0;375;obruchalnye;1164.15
П7302-003К95;Золото;2.9;19,5;0;375;obruchalnye;1242.85
П7302-003К95;Золото;2.9;19,5;0;375;obruchalnye;1242.85
П7302-003К95;Золото;2.9;19,5;0;375;obruchalnye;1242.85
П7302-003К95;Золото;2.9;19,5;0;375;obruchalnye;1201.44
П7302-003К95;Золото;2.97;20;0;375;obruchalnye;1272.85
П7302-003К95;Золото;2.97;20;0;375;obruchalnye;1272.85
П7302-003К95;Золото;2.97;20;0;375;obruchalnye;1272.85
П7302-003К95;Золото;2.97;20;0;375;obruchalnye;1272.85
П7302-003К95;Золото;2.97;20;0;375;obruchalnye;1272.85
П7302-003К95;Золото;2.97;20;0;375;obruchalnye;1272.85
П7302-003К95;Золото;2.97;20;0;375;obruchalnye;1272.85
П7302-003К95;Золото;2.97;20;0;375;obruchalnye;1272.85
П7302-003К95;Золото;3.01;20;0;375;obruchalnye;1247.01
П7302-003К95;Золото;3.02;20,5;0;375;obruchalnye;1294.28
П7302-003К95;Золото;3.02;20,5;0;375;obruchalnye;1251.16
П7302-003К95;Золото;3.02;20,5;0;375;obruchalnye;1294.28
П7302-003К95;Золото;3.02;20,5;0;375;obruchalnye;1294.28
П7302-003К95;Золото;3.02;20,5;0;375;obruchalnye;1294.28
П7302-003К95;Золото;3.02;20,5;0;375;obruchalnye;1294.28
П7302-003К95;Золото;3.02;20,5;0;375;obruchalnye;1294.28
П7302-003К95;Золото;3.02;20,5;0;375;obruchalnye;1294.28
П7302-003К95;Золото;3.02;20,5;0;375;obruchalnye;1294.28
П7302-003К95;Золото;3.09;21;0;375;obruchalnye;1324.28
П7302-003К95;Золото;3.1;21;0;375;obruchalnye;1284.3
П7302-003К95;Золото;3.12;21;0;375;obruchalnye;1292.58
П7302-003К95;Золото;3.12;21;0;375;obruchalnye;1337.14
П7302-003К95;Золото;3.12;21;0;375;obruchalnye;1292.58
П7302-003К95;Золото;3.12;21;0;375;obruchalnye;1337.14
П7302-003К95;Золото;3.12;21;0;375;obruchalnye;1337.14
П7302-003К95;Золото;3.12;21;0;375;obruchalnye;1337.14
П7302-003К95;Золото;3.17;21,5;0;375;obruchalnye;1313.3
П7302-003К95;Золото;3.17;21,5;0;375;obruchalnye;1358.57
П7302-003К95;Золото;3.17;21,5;0;375;obruchalnye;1313.3
П7302-003К95;Золото;3.17;21,5;0;375;obruchalnye;1358.57
П7302-003К95;Золото;3.25;22;0;375;obruchalnye;1392.85
П7302-003К95;Золото;3.25;22;0;375;obruchalnye;1392.85
П7302-003К95;Золото;3.25;22;0;375;obruchalnye;1392.85
П7302-003К95;Золото;3.25;22;0;375;obruchalnye;1392.85
П7302-003К95;Золото;3.25;22;0;375;obruchalnye;1392.85
П7302-003К95;Золото;3.25;22;0;375;obruchalnye;1392.85
П7302-003К95;Золото;3.25;22;0;375;obruchalnye;1346.44
П7302-003К95;Золото;3.25;22;0;375;obruchalnye;1392.85
П7302-003К95;Золото;3.25;22;0;375;obruchalnye;1392.85
П7302-003К95;Золото;3.26;22;0;375;obruchalnye;1397.14
П7302-003К95;Золото;3.26;22;0;375;obruchalnye;1350.59
П7302-003К95;Золото;3.27;22;0;375;obruchalnye;1354.73
П7302-003К95;Золото;3.27;22;0;375;obruchalnye;1354.73
П7302-003К95;Золото;3.28;22;0;375;obruchalnye;1358.87
П7302-003К95;Золото;3.28;22;0;375;obruchalnye;1358.87
П7302-003К95;Золото;3.28;22;0;375;obruchalnye;1358.87
П7302-003К95;Золото;3.31;22,5;0;375;obruchalnye;1418.57
П7302-003К95;Золото;3.31;22,5;0;375;obruchalnye;1418.57
П7302-003К95;Золото;3.31;22,5;0;375;obruchalnye;1418.57
П7302-003К95;Золото;2.36;15,5;0;375;obruchalnye;977.72
П7302-003К95;Золото;2.41;16;0;375;obruchalnye;998.44
П7302-003К95;Золото;2.41;16;0;375;obruchalnye;998.44
П7302-003К95;Золото;2.42;16;0;375;obruchalnye;1002.58
П7302-003К95;Золото;2.42;16;0;375;obruchalnye;1037.14
П7302-003К95;Золото;2.46;16;0;375;obruchalnye;1019.15
П7302-003К95;Золото;2.46;16;0;375;obruchalnye;1019.15
П7302-003К95;Золото;2.46;16;0;375;obruchalnye;1019.15
П7302-003К95;Золото;2.48;16,5;0;375;obruchalnye;1062.85
П7302-003К95;Золото;2.48;16,5;0;375;obruchalnye;1062.85
П7302-003К95;Золото;2.64;17,5;0;375;obruchalnye;1093.73
П7302-003К95;Золото;2.64;17,5;0;375;obruchalnye;1131.42
П7302-003К95;Золото;2.71;18;0;375;obruchalnye;1122.73
П7302-003К95;Золото;2.71;18;0;375;obruchalnye;1122.73
П7302-003К95;Золото;2.72;18;0;375;obruchalnye;1165.71
П7302-003К95;Золото;2.72;18;0;375;obruchalnye;1126.87
П7302-003К95;Золото;2.72;18;0;375;obruchalnye;1126.87
П7302-003К95;Золото;2.72;18;0;375;obruchalnye;1165.71
П7302-003К95;Золото;2.72;18;0;375;obruchalnye;1165.71
П7302-003К95;Золото;2.8;19;0;375;obruchalnye;1200
П7302-003К95;Золото;2.8;19;0;375;obruchalnye;1200
П7302-003К95;Золото;2.83;19;0;375;obruchalnye;1172.44
П7302-003К95;Золото;2.84;19;0;375;obruchalnye;1176.58
П7302-003К95;Золото;2.88;19;0;375;obruchalnye;1193.16
П7302-003К95;Золото;3;20,5;0;375;obruchalnye;1285.71
П7302-003К95;Золото;3;20,5;0;375;obruchalnye;1285.71
П7302-003К95;Золото;3;20,5;0;375;obruchalnye;1285.71
П7302-003К95;Золото;3;20,5;0;375;obruchalnye;1285.71
П7302-003К95;Золото;3.03;20,5;0;375;obruchalnye;1298.57
П7302-003К95;Золото;3.03;20,5;0;375;obruchalnye;1298.57
П7302-003К95;Золото;3.03;20,5;0;375;obruchalnye;1298.57
П7302-003К95;Золото;3.03;20,5;0;375;obruchalnye;1298.57
П7302-003К95;Золото;3.03;20,5;0;375;obruchalnye;1298.57
П7302-003К95;Золото;3.04;20,5;0;375;obruchalnye;1302.85
П7302-003К95;Золото;3.04;20,5;0;375;obruchalnye;1302.85
П7302-003К95;Золото;3.04;20,5;0;375;obruchalnye;1302.85
П7302-003К95;Золото;3.04;20,5;0;375;obruchalnye;1259.44
П7302-003К95;Золото;3.12;20,5;0;375;obruchalnye;1292.58
П7302-003К95;Золото;3.12;20,5;0;375;obruchalnye;1292.58
П7302-003К95;Золото;3.12;20,5;0;375;obruchalnye;1292.58
П7302-003К95;Золото;3.14;21,5;0;375;obruchalnye;1345.71
П7302-003К95;Золото;3.14;21,5;0;375;obruchalnye;1300.87
П7302-003К95;Золото;3.14;21,5;0;375;obruchalnye;1300.87
П7302-003К95;Золото;3.16;21,5;0;375;obruchalnye;1309.16
П7302-003К95;Золото;3.16;21,5;0;375;obruchalnye;1354.28
П7302-003К95;Золото;3.16;21,5;0;375;obruchalnye;1354.28
П7302-003К95;Золото;3.21;21,5;0;375;obruchalnye;1329.87
П7302-003К95;Золото;3.21;21,5;0;375;obruchalnye;1375.71
П7302-003К95;Золото;3.31;22;0;375;obruchalnye;1371.3
П7302-003К95;Золото;3.31;22;0;375;obruchalnye;1371.3
П7302-003К95;Золото;2.55;17;0;375;obruchalnye;1092.85
П7302-003К95;Золото;2.55;17;0;375;obruchalnye;1092.85
П7302-003К95;Золото;2.56;17;0;375;obruchalnye;1060.58
П7302-003К95;Золото;2.58;17;0;375;obruchalnye;1105.71
П7302-003К95;Золото;2.58;17;0;375;obruchalnye;1105.71
П7302-003К95;Золото;2.58;17;0;375;obruchalnye;1105.71
П7302-003К95;Золото;2.77;18,5;0;375;obruchalnye;1147.58
П7302-003К95;Золото;2.78;18,5;0;375;obruchalnye;1191.42
П7302-003К95;Золото;2.78;18,5;0;375;obruchalnye;1191.42
П7302-003К95;Золото;2.78;18,5;0;375;obruchalnye;1191.42
П7302-003К95;Золото;2.78;18,5;0;375;obruchalnye;1191.42
П7302-003К95;Золото;2.78;18,5;0;375;obruchalnye;1151.73
П7302-003К95;Золото;2.78;18,5;0;375;obruchalnye;1191.42
П7302-003К95;Золото;2.79;18,5;0;375;obruchalnye;1155.87
П7302-003К95;Золото;2.79;18,5;0;375;obruchalnye;1155.87
П7302-003К95;Золото;2.79;18,5;0;375;obruchalnye;1155.87
П7302-003К95;Золото;2.79;18,5;0;375;obruchalnye;1195.71
П7302-003К95;Золото;2.93;19,5;0;375;obruchalnye;1255.71
П7302-003К95;Золото;2.93;19,5;0;375;obruchalnye;1213.87
П7302-003К95;Золото;2.93;19,5;0;375;obruchalnye;1255.71
П7302-003К95;Золото;2.94;19,5;0;375;obruchalnye;1218.01
П7302-003К95;Золото;2.94;19,5;0;375;obruchalnye;1218.01
П7302-003К95;Золото;2.95;19,5;0;375;obruchalnye;1222.16
П7302-003К95;Золото;3.04;20;0;375;obruchalnye;1259.44
П7302-003К95;Золото;3.18;21;0;375;obruchalnye;1317.44
П7302-003К95;Золото;3.18;21;0;375;obruchalnye;1317.44
П7302-003К95;Золото;3.18;21;0;375;obruchalnye;1317.44
П7302-003К95;Золото;3.35;22,5;0;375;obruchalnye;1387.87
П7302-003К95;Золото;3.36;22,5;0;375;obruchalnye;1392.01
П7302-003К95;Золото;3.36;22,5;0;375;obruchalnye;1392.01
П7302-003К95;Золото;3.36;23;0;375;obruchalnye;1392.01
П7302-003К95;Золото;3.4;23;0;375;obruchalnye;1457.14
П7302-003К95;Золото;3.4;23;0;375;obruchalnye;1457.14
П7302-003К95;Золото;3.4;23;0;375;obruchalnye;1457.14
П7302-003К95;Золото;3.4;23;0;375;obruchalnye;1408.59
П7302-003К95;Золото;3.4;23;0;375;obruchalnye;1408.59
П7302-003К95;Золото;3.4;23;0;375;obruchalnye;1457.14
П7302-003К95;Золото;3.4;23;0;375;obruchalnye;1457.14
П7302-003К95;Золото;2.44;16;0;375;obruchalnye;1010.87
П7302-003К95;Золото;2.45;16;0;375;obruchalnye;1050
П7302-003К95;Золото;2.45;16;0;375;obruchalnye;1015.01
П7302-003К95;Золото;2.95;20;0;375;obruchalnye;1264.28
П7302-003К95;Золото;2.96;20;0;375;obruchalnye;1268.57
П7302-003К95;Золото;2.96;20;0;375;obruchalnye;1268.57
П7302-003К95;Золото;2.96;20;0;375;obruchalnye;1268.57
П7302-003К95;Золото;2.96;20;0;375;obruchalnye;1268.57
П7302-003К95;Золото;2.96;20;0;375;obruchalnye;1226.3
П7302-003К95;Золото;2.96;20;0;375;obruchalnye;1268.57
П7302-003К95;Золото;2.96;20;0;375;obruchalnye;1268.57
П7302-003К95;Золото;2.96;20;0;375;obruchalnye;1268.57
П7302-003К95;Золото;2.96;20;0;375;obruchalnye;1268.57
П7302-003К95;Золото;2.27;15,5;0;375;obruchalnye;972.85
П7302-003К95;Золото;2.27;15,5;0;375;obruchalnye;972.85
П7302-003К95;Золото;2.27;15,5;0;375;obruchalnye;972.85
П7302-003К95;Золото;2.27;15,5;0;375;obruchalnye;972.85
П7302-003К95;Золото;2.42;15,5;0;375;obruchalnye;1002.58
П7302-003К95;Золото;2.42;15,5;0;375;obruchalnye;1002.58
П7302-003К95;Золото;2.42;15,5;0;375;obruchalnye;1002.58
П7302-003К95;Золото;3.45;23;0;375;obruchalnye;1429.3
П7302-003К95;Золото;3.45;23;0;375;obruchalnye;1429.3
П7302-003К95;Золото;3.46;23;0;375;obruchalnye;1433.44
П7302-003К95;Золото;3.46;23;0;375;obruchalnye;1433.44
П7302-003К95;Золото;3.05;20,5;0;375;obruchalnye;1307.14
П7302-003К95;Золото;3.05;20,5;0;375;obruchalnye;1307.14
П7302-003К95;Золото;3.05;20,5;0;375;obruchalnye;1307.14
П7302-003К95;Золото;3.05;20,5;0;375;obruchalnye;1307.14
П7302-003К95;Золото;3.05;20,5;0;375;obruchalnye;1307.14
П7302-003К95;Золото;3.05;20,5;0;375;obruchalnye;1307.14
П7302-003К95;Золото;3.05;20,5;0;375;obruchalnye;1307.14
П7302-003К95;Золото;3.05;20,5;0;375;obruchalnye;1307.14
П7302-003К95;Золото;3.05;20,5;0;375;obruchalnye;1307.14
П7302-003К95;Золото;3.11;21;0;375;obruchalnye;1332.85
П7302-003К95;Золото;3.11;21;0;375;obruchalnye;1332.85
П7302-003К95;Золото;3.11;21;0;375;obruchalnye;1332.85
П7302-003К95;Золото;3.22;21,5;0;375;obruchalnye;1334.01
П7302-003К95;Золото;3.22;21,5;0;375;obruchalnye;1334.01
П7302-003К95;Золото;3.22;21,5;0;375;obruchalnye;1334.01
П7302-003К95;Золото;3.22;21,5;0;375;obruchalnye;1380
П7302-003К95;Золото;3.27;21,5;0;375;obruchalnye;1354.73
П7302-003К95;Золото;3.34;22,5;0;375;obruchalnye;1383.73
П7302-003К95;Золото;2.79;19;0;375;obruchalnye;1155.87
П7302-003К95;Золото;2.39;16,5;0;375;obruchalnye;1024.28
П7302-003К95;Золото;3.17;21;0;375;obruchalnye;1313.3
П7302-003К95;Золото;3.17;21;0;375;obruchalnye;1358.57
П7302-003К95;Золото;3.21;21;0;375;obruchalnye;1329.87
П7302-003К95;Золото;3.21;21;0;375;obruchalnye;1329.87
П7302-003К95;Золото;2.92;20;0;375;obruchalnye;1209.73
П7302-003К95;Золото;3.2;21;0;375;obruchalnye;1325.73
П7302-003К95;Золото;3.2;21;0;375;obruchalnye;1325.73
П7302-003К95;Золото;3.2;21;0;375;obruchalnye;1325.73
П7302-003К95;Золото;3.2;21;0;375;obruchalnye;1325.73
П7302-003К95;Золото;2.85;19;0;375;obruchalnye;1221.42
П7302-003К95;Золото;2.85;19;0;375;obruchalnye;1221.42
П7302-003К95;Золото;2.85;19;0;375;obruchalnye;1221.42
П7302-003К95;Золото;2.85;19;0;375;obruchalnye;1221.42
П7302-003К95;Золото;2.85;19;0;375;obruchalnye;1221.42
П7302-003К95;Золото;2.85;19;0;375;obruchalnye;1221.42
П7302-003К95;Золото;2.46;16,5;0;375;obruchalnye;1054.28
П7302-003К95;Золото;2.46;16,5;0;375;obruchalnye;1054.28
П7302-003К95;Золото;2.46;16,5;0;375;obruchalnye;1054.28
П7302-003К95;Золото;2.46;16,5;0;375;obruchalnye;1054.28
П7302-003К95;Золото;2.46;16,5;0;375;obruchalnye;1054.28
П7302-003К95;Золото;2.46;16,5;0;375;obruchalnye;1054.28
П7302-003К95;Золото;2.46;16,5;0;375;obruchalnye;1019.15
П7302-003К95;Золото;2.46;16,5;0;375;obruchalnye;1054.28
П7302-003К95;Золото;3.28;22,5;0;375;obruchalnye;1358.87
П7302-003К95;Золото;3.32;22,5;0;375;obruchalnye;1375.44
П7302-003К95;Золото;3.32;22,5;0;375;obruchalnye;1422.85
П7302-003К95;Золото;3.32;22,5;0;375;obruchalnye;1422.85
П7302-003К95;Золото;3.32;22,5;0;375;obruchalnye;1422.85
П7302-003К95;Золото;3.32;22,5;0;375;obruchalnye;1375.44
П7302-003К95;Золото;3.32;22,5;0;375;obruchalnye;1422.85
П7302-003К95;Золото;3.39;23;0;375;obruchalnye;1404.44
П7302-003К95;Золото;3.39;23;0;375;obruchalnye;1404.44
П7302-003К95;Золото;3.39;23;0;375;obruchalnye;1452.85
П7302-003К95;Золото;3.06;20,5;0;375;obruchalnye;1311.42
П7302-003К95;Золото;2.59;17,5;0;375;obruchalnye;1110
П7302-003К95;Золото;2.59;17,5;0;375;obruchalnye;1110
П7302-003К95;Золото;2.59;17,5;0;375;obruchalnye;1110
П7302-003К95;Золото;3.26;21,5;0;375;obruchalnye;1350.59
П7302-003К95;Золото;3.26;21,5;0;375;obruchalnye;1350.59
П7302-003К95;Золото;2.73;18,5;0;375;obruchalnye;1131.01
П7302-003К95;Золото;2.74;18,5;0;375;obruchalnye;1135.15
П7302-003К95;Золото;2.6;17;0;375;obruchalnye;1077.15
П7302-003К95;Золото;2.82;18,5;0;375;obruchalnye;1168.3
П7302-003К95;Золото;2.82;18,5;0;375;obruchalnye;1168.3
П7302-003К95;Золото;2.82;18,5;0;375;obruchalnye;1168.3
П7302-003К95;Золото;2.64;18;0;375;obruchalnye;1131.42
П7302-003К95;Золото;2.64;18;0;375;obruchalnye;1093.73
П7302-003К95;Золото;2.61;17;0;375;obruchalnye;1081.3
П7302-003К95;Золото;2.61;17;0;375;obruchalnye;1081.3
П7302-003К95;Золото;2.9;19;0;375;obruchalnye;1201.44
П7302-003К95;Золото;3.02;20;0;375;obruchalnye;1251.16
П7302-003К95;Золото;3.36;22;0;375;obruchalnye;1392.01
П7302-003К95;Золото;2.88;19,5;0;375;obruchalnye;1193.16
П7302-003К95;Золото;3.48;23;0;375;obruchalnye;1441.73
П7302-003К95;Золото;3.49;23;0;375;obruchalnye;1495.71
П7302-003К95;Золото;2.3;15,5;0;375;obruchalnye;985.71
П7302-003К95;Золото;2.54;16,5;0;375;obruchalnye;1052.3
П7302-003К95;Золото;3.23;21,5;0;375;obruchalnye;1384.28
П7302-003К95;Золото;3.23;21,5;0;375;obruchalnye;1384.28
П7302-003К95;Золото;2.69;17,5;0;375;obruchalnye;1114.44
П7302-003К95;Золото;2.69;17,5;0;375;obruchalnye;1114.44
П7302-003К95;Золото;3.33;22;0;375;obruchalnye;1379.59
П7302-003К95;Золото;3.16;21;0;375;obruchalnye;1354.28
П7302-003К95;Золото;3.16;21;0;375;obruchalnye;1354.28
П7302-003К95;Золото;3.37;22,5;0;375;obruchalnye;1444.28
П7302-003К95;Золото;3.37;22,5;0;375;obruchalnye;1396.16
П7302-003К95;Золото;2.66;18;0;375;obruchalnye;1102.01
П7302-003К95;Золото;2.66;18;0;375;obruchalnye;1102.01
П7302-003К95;Золото;2.35;15;0;375;obruchalnye;973.58
П7302-003К95;Золото;2.39;15,5;0;375;obruchalnye;990.15
П7302-003К95;Золото;3.03;20;0;375;obruchalnye;1255.3
П7302-003К95;Золото;3.03;20;0;375;obruchalnye;1255.3
П7302-003К95;Золото;3.03;20;0;375;obruchalnye;1255.3
